1013,33,420.0000,30,0.000000000E+000
1013,45,190.0000,30,0.000000000E+000
1013,65,280.0000,30,0.000000000E+000
1013,98,280.0000,30,0.000000000E+000
1013,99,180.0000,30,0.000000000E+000
1013,100,180.0000,30,0.000000000E+000
1107,11,2600.0000,50,0.000000000E+000
1107,12,210.0000,50,0.000000000E+000
1107,96,420.0000,30,0.000000000E+000
1107,107,280.0000,50,0.000000000E+000
1107,110,230.0000,50,0.000000000E+000
2012,39,180.0000,20,0.000000000E+000
2012,40,300.0000,20,0.000000000E+000
2012,82,190.0000,50,0.000000000E+000
2012,101,220.0000,50,0.000000000E+000
2012,112,210.0000,30,0.000000000E+000
2058,1,200.0000,20,0.000000000E+000
2058,3,200.0000,20,0.000000000E+000
2058,38,180.0000,50,0.000000000E+000
2058,82,190.0000,100,0.000000000E+000
2058,112,210.0000,50,0.000000000E+000
2058,123,100.0000,100,0.000000000E+000
1097,1,200.0000,100,0.000000000E+000
1097,44,210.0000,50,0.000000000E+000
1097,45,190.0000,30,0.000000000E+000
1097,81,190.0000,50,0.000000000E+000
1097,97,280.0000,30,0.000000000E+000
1097,123,100.0000,50,0.000000000E+000
2062,5,190.0000,100,0.000000000E+000
2062,6,190.0000,100,0.000000000E+000
2062,7,190.0000,100,0.000000000E+000
2062,93,350.0000,50,0.000000000E+000
2062,104,250.0000,50,0.000000000E+000
2062,117,300.0000,100,0.000000000E+000
3016,3,200.0000,35,0.000000000E+000
3016,13,2800.0000,10,0.000000000E+000
3016,23,120.0000,20,0.000000000E+000
3016,33,420.0000,40,0.000000000E+000
3016,43,450.0000,30,0.000000000E+000
3016,53,5400.0000,20,0.000000000E+000
3016,63,230.0000,30,0.000000000E+000
3016,73,200.0000,10,0.000000000E+000
3053,22,2800.0000,5,0.000000000E+000
3053,23,120.0000,40,0.000000000E+000
3053,24,130.0000,30,0.000000000E+000
3053,25,180.0000,30,0.000000000E+000
3053,30,500.0000,10,0.000000000E+000
3053,40,300.0000,30,0.000000000E+000
3053,41,450.0000,50,0.000000000E+000
3053,61,120.0000,10,0.000000000E+000
3053,62,120.0000,30,0.000000000E+000
3053,65,280.0000,20,0.000000000E+000
1073,1,200.0000,30,0.000000000E+000
1073,2,200.0000,30,0.000000000E+000
1073,65,280.0000,20,0.000000000E+000
1073,81,190.0000,50,0.000000000E+000
1073,82,190.0000,50,0.000000000E+000
1073,123,100.0000,50,0.000000000E+000
2010,8,280.0000,30,0.000000000E+000
2010,9,300.0000,20,0.000000000E+000
2010,97,280.0000,30,0.000000000E+000
2010,100,180.0000,50,0.000000000E+000
2010,106,250.0000,50,0.000000000E+000
2023,59,5300.0000,20,0.000000000E+000
