1068,71,1800.0000,50,0.000000000E+000
1068,79,1000.0000,60,0.000000000E+000
1068,80,160.0000,50,0.000000000E+000
1068,109,180.0000,50,0.000000000E+000
1068,111,100.0000,100,0.000000000E+000
1068,117,300.0000,100,0.000000000E+000
1076,16,290.0000,50,0.000000000E+000
1076,17,290.0000,50,0.000000000E+000
1076,61,120.0000,10,0.000000000E+000
1076,91,120.0000,50,0.000000000E+000
1076,92,120.0000,50,0.000000000E+000
1076,118,500.0000,30,0.000000000E+000
2003,1,200.0000,20,0.000000000E+000
2003,2,200.0000,20,0.000000000E+000
2003,82,190.0000,50,0.000000000E+000
2003,97,280.0000,50,0.000000000E+000
2003,123,100.0000,50,0.000000000E+000
3027,14,250.0000,50,0.000000000E+000
3027,16,290.0000,50,0.000000000E+000
3027,17,290.0000,50,0.000000000E+000
3027,19,50.0000,100,0.000000000E+000
3027,24,130.0000,100,0.000000000E+000
3027,32,1200.0000,50,0.000000000E+000
3027,34,380.0000,10,0.000000000E+000
3027,36,200.0000,10,0.000000000E+000
3027,40,300.0000,20,0.000000000E+000
3027,46,250.0000,30,0.000000000E+000
3048,41,450.0000,30,0.000000000E+000
3048,42,450.0000,30,0.000000000E+000
3048,44,210.0000,20,0.000000000E+000
3048,45,190.0000,20,0.000000000E+000
3048,47,180.0000,20,0.000000000E+000
3048,51,180.0000,40,0.000000000E+000
3048,52,160.0000,40,0.000000000E+000
3048,53,5400.0000,3,0.000000000E+000
3048,54,3200.0000,2,0.000000000E+000
3048,71,1800.0000,30,0.000000000E+000
3054,6,190.0000,30,0.000000000E+000
3054,24,130.0000,30,0.000000000E+000
3054,25,180.0000,20,0.000000000E+000
3054,26,160.0000,10,0.000000000E+000
3054,40,300.0000,10,0.000000000E+000
3054,42,450.0000,30,0.000000000E+000
3054,73,200.0000,30,0.000000000E+000
3054,74,250.0000,30,0.000000000E+000
3054,78,1500.0000,10,0.000000000E+000
3054,80,160.0000,30,0.000000000E+000
1003,21,2800.0000,5,0.000000000E+000
1003,37,180.0000,50,0.000000000E+000
1003,48,220.0000,30,0.000000000E+000
1003,81,190.0000,50,0.000000000E+000
1003,115,280.0000,40,0.000000000E+000
1003,123,100.0000,50,0.000000000E+000
1044,11,2600.0000,30,0.000000000E+000
1044,12,210.0000,40,0.000000000E+000
1044,14,250.0000,30,0.000000000E+000
