1064,63,230.0000,30,0.000000000E+000
1064,65,280.0000,40,0.000000000E+000
1064,68,300.0000,40,0.000000000E+000
1064,110,230.0000,50,0.000000000E+000
1064,117,300.0000,100,0.000000000E+000
1064,118,500.0000,50,0.000000000E+000
1094,3,200.0000,50,0.000000000E+000
1094,4,200.0000,50,0.000000000E+000
1094,77,2800.0000,10,0.000000000E+000
1094,99,180.0000,50,0.000000000E+000
1094,102,140.0000,100,0.000000000E+000
1094,107,280.0000,50,0.000000000E+000
2049,24,130.0000,50,0.000000000E+000
2049,25,180.0000,50,0.000000000E+000
2049,26,160.0000,30,0.000000000E+000
2049,85,200.0000,50,0.000000000E+000
2049,98,280.0000,50,0.000000000E+000
2049,102,140.0000,100,0.000000000E+000
3052,2,200.0000,30,0.000000000E+000
3052,12,210.0000,20,0.000000000E+000
3052,22,2800.0000,5,0.000000000E+000
3052,32,1200.0000,10,0.000000000E+000
3052,42,450.0000,30,0.000000000E+000
3052,52,160.0000,30,0.000000000E+000
3052,62,120.0000,20,0.000000000E+000
3052,72,4400.0000,10,0.000000000E+000
1093,8,280.0000,50,0.000000000E+000
1093,9,300.0000,50,0.000000000E+000
1093,65,280.0000,10,0.000000000E+000
1093,86,200.0000,30,0.000000000E+000
1093,96,420.0000,30,0.000000000E+000
1093,109,180.0000,50,0.000000000E+000
2101,8,280.0000,30,0.000000000E+000
2101,9,300.0000,30,0.000000000E+000
2101,94,120.0000,30,0.000000000E+000
2101,103,500.0000,30,0.000000000E+000
2101,105,1500.0000,10,0.000000000E+000
2105,14,250.0000,30,0.000000000E+000
2105,66,260.0000,50,0.000000000E+000
2105,77,2800.0000,10,0.000000000E+000
2105,81,190.0000,30,0.000000000E+000
2105,91,120.0000,30,0.000000000E+000
2105,92,120.0000,30,0.000000000E+000
3002,8,280.0000,50,0.000000000E+000
3002,10,250.0000,50,0.000000000E+000
3002,61,120.0000,20,0.000000000E+000
3002,62,120.0000,20,0.000000000E+000
3002,69,210.0000,40,0.000000000E+000
3002,70,210.0000,40,0.000000000E+000
3002,73,200.0000,30,0.000000000E+000
3002,74,250.0000,30,0.000000000E+000
3002,77,2800.0000,10,0.000000000E+000
3002,80,160.0000,20,0.000000000E+000
2061,8,280.0000,50,0.000000000E+000
2061,9,300.0000,50,0.000000000E+000
2061,10,250.0000,50,0.000000000E+000
2061,81,190.0000,100,0.000000000E+000
2061,82,190.0000,100,0.000000000E+000
2061,105,1500.0000,30,0.000000000E+000
