1019,6,190.0000,50,0.000000000E+000
1019,25,180.0000,50,0.000000000E+000
1019,38,180.0000,50,0.000000000E+000
1019,81,190.0000,50,0.000000000E+000
1019,82,190.0000,50,0.000000000E+000
1019,112,210.0000,30,0.000000000E+000
1069,39,180.0000,50,0.000000000E+000
1069,40,300.0000,30,0.000000000E+000
1069,41,450.0000,50,0.000000000E+000
1069,95,380.0000,50,0.000000000E+000
1069,98,280.0000,50,0.000000000E+000
1069,101,220.0000,100,0.000000000E+000
2002,4,200.0000,30,0.000000000E+000
2002,5,190.0000,30,0.000000000E+000
2002,81,190.0000,50,0.000000000E+000
2002,94,120.0000,30,0.000000000E+000
2002,104,250.0000,50,0.000000000E+000
2014,60,300.0000,30,0.000000000E+000
2014,61,120.0000,20,0.000000000E+000
2014,85,200.0000,50,0.000000000E+000
2014,86,200.0000,50,0.000000000E+000
2014,94,120.0000,30,0.000000000E+000
2031,16,290.0000,40,0.000000000E+000
2031,67,270.0000,30,0.000000000E+000
2031,109,180.0000,50,0.000000000E+000
2031,114,210.0000,30,0.000000000E+000
2031,122,1000.0000,30,0.000000000E+000
2115,58,160.0000,40,0.000000000E+000
2115,68,300.0000,40,0.000000000E+000
2115,96,420.0000,50,0.000000000E+000
2115,114,210.0000,50,0.000000000E+000
2115,118,500.0000,30,0.000000000E+000
1032,1,200.0000,100,0.000000000E+000
1032,64,280.0000,30,0.000000000E+000
1032,68,300.0000,30,0.000000000E+000
1032,81,190.0000,80,0.000000000E+000
1032,82,190.0000,80,0.000000000E+000
1032,90,280.0000,50,0.000000000E+000
1057,10,250.0000,50,0.000000000E+000
1057,18,200.0000,50,0.000000000E+000
1057,19,50.0000,100,0.000000000E+000
1057,97,280.0000,30,0.000000000E+000
1057,99,180.0000,50,0.000000000E+000
1057,116,230.0000,50,0.000000000E+000
1081,8,280.0000,50,0.000000000E+000
1081,24,130.0000,30,0.000000000E+000
1081,25,180.0000,30,0.000000000E+000
1081,112,210.0000,50,0.000000000E+000
1081,119,220.0000,50,0.000000000E+000
1081,123,100.0000,100,0.000000000E+000
1091,1,200.0000,60,0.000000000E+000
1091,2,200.0000,60,0.000000000E+000
1091,3,200.0000,60,0.000000000E+000
1091,81,190.0000,50,0.000000000E+000
1091,82,190.0000,50,0.000000000E+000
1091,123,100.0000,50,0.000000000E+000
2076,8,280.0000,30,0.000000000E+000
2076,9,300.0000,50,0.000000000E+000
2076,10,250.0000,100,0.000000000E+000
2076,94,120.0000,30,0.000000000E+000
2076,96,420.0000,20,0.000000000E+000
2076,109,180.0000,30,0.000000000E+000
2099,64,280.0000,50,0.000000000E+000
2099,66,260.0000,50,0.000000000E+000
2099,93,350.0000,50,0.000000000E+000
2099,99,180.0000,100,0.000000000E+000
2099,102,140.0000,100,0.000000000E+000
3018,1,200.0000,30,0.000000000E+000
3018,11,2600.0000,20,0.000000000E+000
3018,21,2800.0000,30,0.000000000E+000
3018,31,380.0000,20,0.000000000E+000
3018,41,450.0000,30,0.000000000E+000
3018,51,180.0000,30,0.000000000E+000
3018,61,120.0000,20,0.000000000E+000
3018,71,1800.0000,50,0.000000000E+000
1104,32,1200.0000,10,0.000000000E+000
1104,33,420.0000,50,0.000000000E+000
1104,39,180.0000,50,0.000000000E+000
1104,91,120.0000,50,0.000000000E+000
1104,92,120.0000,50,0.000000000E+000
1104,94,120.0000,50,0.000000000E+000
2075,35,180.0000,10,0.000000000E+000
2075,44,210.0000,50,0.000000000E+000
2075,55,6000.0000,1,0.000000000E+000
2075,113,300.0000,30,0.000000000E+000
2075,114,210.0000,50,0.000000000E+000
2075,123,100.0000,100,0.000000000E+000
3039,1,200.0000,30,0.000000000E+000
3039,11,2600.0000,20,0.000000000E+000
3039,14,250.0000,30,0.000000000E+000
3039,20,320.0000,10,0.000000000E+000
3039,53,5400.0000,10,0.000000000E+000
3039,68,300.0000,30,0.000000000E+000
3039,74,250.0000,40,0.000000000E+000
3044,1,200.0000,30,0.000000000E+000
3044,2,200.0000,30,0.000000000E+000
3044,5,190.0000,50,0.000000000E+000
3044,6,190.0000,50,0.000000000E+000
3044,28,500.0000,10,0.000000000E+000
3044,31,380.0000,10,0.000000000E+000
3044,36,200.0000,10,0.000000000E+000
3044,38,180.0000,30,0.000000000E+000
3044,71,1800.0000,30,0.000000000E+000
3044,78,1500.0000,20,0.000000000E+000
1027,64,280.0000,50,0.000000000E+000
1027,65,280.0000,50,0.000000000E+000
1027,67,270.0000,50,0.000000000E+000
1027,93,350.0000,50,0.000000000E+000
1027,104,250.0000,30,0.000000000E+000
1027,118,500.0000,50,0.000000000E+000
1062,37,180.0000,100,0.000000000E+000
1062,38,180.0000,100,0.000000000E+000
1062,56,230.0000,30,0.000000000E+000
1062,108,200.0000,100,0.000000000E+000
1062,111,100.0000,100,0.000000000E+000
1062,119,220.0000,80,0.000000000E+000
1066,1,200.0000,100,0.000000000E+000
1066,2,200.0000,100,0.000000000E+000
1066,68,300.0000,50,0.000000000E+000
1066,81,190.0000,100,0.000000000E+000
1066,82,190.0000,100,0.000000000E+000
1066,112,210.0000,100,0.000000000E+000
1096,9,300.0000,50,0.000000000E+000
1096,19,50.0000,100,0.000000000E+000
1096,79,1000.0000,10,0.000000000E+000
1096,94,120.0000,50,0.000000000E+000
1096,96,420.0000,50,0.000000000E+000
1096,98,280.0000,30,0.000000000E+000
1110,65,280.0000,100,0.000000000E+000
1110,66,260.0000,100,0.000000000E+000
1110,67,270.0000,50,0.000000000E+000
1110,109,180.0000,100,0.000000000E+000
1110,110,230.0000,200,0.000000000E+000
1110,122,1000.0000,50,0.000000000E+000
1011,32,1200.0000,10,0.000000000E+000
1011,59,5300.0000,30,0.000000000E+000
1011,71,1800.0000,10,0.000000000E+000
1011,109,180.0000,30,0.000000000E+000
1011,114,210.0000,30,0.000000000E+000
